S NO,STATION_NUMBER,DISTRICT_NAME,BLOCK,LOCATION,LONGITUDE,LATITUDE,STATION_TYPE,TIME,cloudiness,Humidity (%),RAIN (mm),TEMPERATURE (C),Wind Direction (Deg),Wind Speed (m/s)
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,37,0,39.7,95.3,2.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.6,0,31.7,91.1,5.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,43.1,10.3,40.2,88.8,4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.5,103.3,4.8
170,10375,East Champaran,Kalyanpur,Bash Ghat,85.039097,26.361216,TRG,22JUN2020 1730 IST (12 hr FCST),1,44.5,0,37.6,115.2,6.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.7,0,30.1,95.6,5.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,34.3,0.7,39.8,116.3,4.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,71.1,0,31.6,90.3,5.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,44.8,18.9,41.1,70.8,4.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.4,98.4,4.9
171,10377,East Champaran,Kalyanpur,Bhuwan Chhapra,85.041807,26.386948,TRG,22JUN2020 1730 IST (12 hr FCST),1,44.5,0,37.6,115.2,6.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.7,0,30.1,95.6,5.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,34.3,0.7,39.8,116.3,4.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,71.1,0,31.6,90.3,5.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,44.8,18.9,41.1,70.8,4.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.4,98.4,4.9
172,10370,East Champaran,Kalyanpur,Brindavan,85.015013,26.460222,TRG,22JUN2020 1730 IST (12 hr FCST),1,46.5,0.9,37.2,97.3,5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,74.1,0,30.2,95.3,5.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,36.8,0.4,39.6,121.4,5.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.8,0,31.6,93.3,5.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.5,44.8,9.1,41,101.8,4.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.6,0,29.5,97.6,5.2
173,10360,East Champaran,Kalyanpur,Darmaha,84.909043,26.378929,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.4,0,37.5,140.4,6.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.4,0,30.1,94.7,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,35.1,0,39.7,91.7,3.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.7,0,31.7,90.4,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,41.4,6.7,41.1,79.5,3.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.7,0,29.5,103.9,4.9
174,10364,East Champaran,Kalyanpur,Dilawarpur,84.97784,26.33275,TRG,22JUN2020 1730 IST (12 hr FCST),1,48.3,0,36.9,136.3,3.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,75.2,0,30,95.6,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,33.9,0,39.9,119.7,5.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,71,0,31.7,90.4,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,43.9,4.9,41.6,70.6,3.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.5,0,29.5,104.2,4.7
175,10378,East Champaran,Kalyanpur,Gariba,84.882205,26.427299,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,47.5,0,37.6,140,7.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.7,0,30.2,93,5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,37.5,0,39.8,80.8,3.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.4,0,31.7,90.9,5.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,42.5,5.4,40.6,92.3,5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.3,0,29.6,104.2,4.7
176,10038,East Champaran,Kalyanpur,Kalyanpur,84.92576,26.432855,TWS,22JUN2020 1730 IST (12 hr FCST),0.8,46.5,0,37.6,147.2,7.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.8,0,30.2,93,5.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,37,0,39.7,95.3,2.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.6,0,31.7,91.1,5.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,43.1,10.3,40.2,88.8,4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.5,103.3,4.8
177,10372,East Champaran,Kalyanpur,Koyala Belwa,85.039097,26.377775,TRG,22JUN2020 1730 IST (12 hr FCST),1,44.5,0,37.6,115.2,6.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.7,0,30.1,95.6,5.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,34.3,0.7,39.8,116.3,4.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,71.1,0,31.6,90.3,5.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,44.8,18.9,41.1,70.8,4.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.4,98.4,4.9
178,10376,East Champaran,Kalyanpur,Mani Chhapra,85.058106,26.372865,TRG,22JUN2020 1730 IST (12 hr FCST),1,44.5,0,37.6,115.2,6.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.7,0,30.1,95.6,5.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,34.3,0.7,39.8,116.3,4.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,71.1,0,31.6,90.3,5.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,44.8,18.9,41.1,70.8,4.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.4,98.4,4.9
179,10363,East Champaran,Kalyanpur,Medan Sirishiya,84.990155,26.346282,TRG,22JUN2020 1730 IST (12 hr FCST),1,47,0,36.7,140.3,3.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,75.2,0,30,95.6,5.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,34.2,0,39.8,118.9,5.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,71.2,0,31.6,90.4,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,47.2,21,41.7,62.4,4.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.8,0,29.5,103.1,4.6
180,10373,East Champaran,Kalyanpur,North Gawandhra,85.014775,26.36329,TRG,22JUN2020 1730 IST (12 hr FCST),1,45.4,0,37.6,141.2,4.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.5,0,30.1,94.8,5.3
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,34.6,1.7,39.8,113.2,4.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,71.2,0,31.6,90.1,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,42.8,1.8,41.6,70.3,4.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.9,0,29.5,100.9,4.8
181,10357,East Champaran,Kalyanpur,Pakri Dikshit,84.952253,26.391876,TRG,22JUN2020 1730 IST (12 hr FCST),1,46.9,0,37.6,152.5,5.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.4,0,30.1,94.3,5.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,34.7,1.6,39.7,107.8,4.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,71.1,0,31.6,90.2,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.5,42.4,6.8,41.3,70.9,3.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.5,0,29.5,102.8,4.8
182,10365,East Champaran,Kalyanpur,Parsauni Wazid,84.903083,26.457544,TRG,22JUN2020 1730 IST (12 hr FCST),1,47,4.7,37.7,120.4,5.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.4,0,30.1,93,5.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,38.3,1,39.5,162,2.9
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.9,0,31.6,92.8,5.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.4,44.6,3.4,40.2,100.6,4.7
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.9,0,29.6,101.9,4.9
183,10362,East Champaran,Kalyanpur,Pipra Khem,84.965661,26.368596,TRG,22JUN2020 1730 IST (12 hr FCST),1,46.9,0,37.6,152.5,5.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.4,0,30.1,94.3,5.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,34.7,1.6,39.7,107.8,4.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,71.1,0,31.6,90.2,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.5,42.4,6.8,41.3,70.9,3.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.5,0,29.5,102.8,4.8
184,10361,East Champaran,Kalyanpur,Raghunathpur,84.919954,26.34551,TRG,22JUN2020 1730 IST (12 hr FCST),1,48.4,0,37.4,119.2,5.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,75.3,0,30,96,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,34,0.3,39.9,120.6,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.8,0,31.7,90.6,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,41.1,1.3,41.3,78.8,3.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.2,0,29.6,105.2,4.8
185,10359,East Champaran,Kalyanpur,Rajpur,84.901597,26.384429,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.4,0,37.5,140.4,6.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.4,0,30.1,94.7,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,35.1,0,39.7,91.7,3.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.7,0,31.7,90.4,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,41.4,6.7,41.1,79.5,3.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.7,0,29.5,103.9,4.9
186,10358,East Champaran,Kalyanpur,Shambhu Chak,84.913382,26.3944,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,46.5,0,37.6,147.2,7.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.8,0,30.2,93,5.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,37,0,39.7,95.3,2.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.6,0,31.7,91.1,5.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,43.1,10.3,40.2,88.8,4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.5,103.3,4.8
187,10367,East Champaran,Kalyanpur,Siswa Kharar,84.882241,26.427299,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,47.5,0,37.6,140,7.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.7,0,30.2,93,5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,37.5,0,39.8,80.8,3.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.4,0,31.7,90.9,5.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,42.5,5.4,40.6,92.3,5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.3,0,29.6,104.2,4.7
188,10368,East Champaran,Kalyanpur,Siswa Patna,84.873495,26.401092,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,47.5,0,37.6,140,7.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.7,0,30.2,93,5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,37.5,0,39.8,80.8,3.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.4,0,31.7,90.9,5.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,42.5,5.4,40.6,92.3,5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.3,0,29.6,104.2,4.7
189,10369,East Champaran,Kalyanpur,Siswa Shodh,84.969921,26.439414,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.5,2.7,37.5,97.4,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,74.3,0,30.1,94.6,5.5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,37,0.3,39.7,149.8,3.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.7,0,31.6,93.4,5.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.4,46.2,19.6,39.6,100.2,4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86,0,29.5,100,5
190,10371,East Champaran,Kalyanpur,Sital Pur,85.055432,26.406753,TRG,22JUN2020 1730 IST (12 hr FCST),1,43.7,0,37.7,114.4,6.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.4,0,30.1,95.1,5.5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,35.4,0,39.6,96.4,4.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,70.9,0,31.6,91.3,5.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,41.9,1.8,41.6,83.1,4.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.2,0,29.6,96.7,5.2
191,10374,East Champaran,Kalyanpur,South Gawandhra,84.993561,26.361769,TRG,22JUN2020 1730 IST (12 hr FCST),1,45.4,0,37.6,141.2,4.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.5,0,30.1,94.8,5.3
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,34.6,1.7,39.8,113.2,4.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.5,71.2,0,31.6,90.1,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,42.8,1.8,41.6,70.3,4.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.9,0,29.5,100.9,4.8
192,10344,East Champaran,Kesaria,Bairiya,84.837406,26.337921,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.6,0,37.5,113.9,7.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,75.1,0,30.1,96.6,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,34.4,0,40.1,132.1,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.3,70.2,0,31.8,90.9,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,39.2,2.2,41,85.2,4.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.6,0,29.6,105,5
193,10345,East Champaran,Kesaria,Bathna,84.885943,26.319051,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.4,0,37.5,113.4,6.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,75.2,0,30,96.2,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,34.2,0.2,40,122.3,4.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.5,0,31.7,90.8,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,40.8,7.1,40.5,85.2,4.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.6,105.7,4.9
194,10349,East Champaran,Kesaria,Dhekaha,84.833821,26.314612,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.6,0,37.5,113.9,7.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,75.1,0,30.1,96.6,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,34.4,0,40.1,132.1,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.3,70.2,0,31.8,90.9,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,39.2,2.2,41,85.2,4.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.6,0,29.6,105,5
195,10353,East Champaran,Kesaria,East Saroter,84.826954,26.414386,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.8,0,37.6,129.1,7.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.8,0,30.2,94.2,5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,37.1,0.8,39.2,84.8,5.4
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.3,0,31.7,90.8,5.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,41.6,5.4,41,76.4,2.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.2,0,29.6,105.1,4.7
196,10346,East Champaran,Kesaria,East Sunderpur,84.871825,26.313983,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.4,0,37.5,113.4,6.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,75.2,0,30,96.2,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,34.2,0.2,40,122.3,4.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.5,0,31.7,90.8,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,40.8,7.1,40.5,85.2,4.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.6,105.7,4.9
197,10341,East Champaran,Kesaria,Gochhi Kushahar,84.82771,26.343677,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.6,0,37.5,113.9,7.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,75.1,0,30.1,96.6,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,34.4,0,40.1,132.1,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.3,70.2,0,31.8,90.9,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,39.2,2.2,41,85.2,4.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.6,0,29.6,105,5
198,10343,East Champaran,Kesaria,Kadhan,84.813091,26.343657,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.6,0,37.5,113.9,7.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,75.1,0,30.1,96.6,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,34.4,0,40.1,132.1,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.3,70.2,0,31.8,90.9,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,39.2,2.2,41,85.2,4.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.6,0,29.6,105,5
199,10350,East Champaran,Kesaria,Kesaria,84.874713,26.359378,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.5,0,37.5,130.6,7.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.5,0,30.1,95.4,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,35.6,0,39.9,81.1,4.1
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.5,0,31.7,90.6,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,40.3,1.3,41.1,84.7,4.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.1,0,29.6,104.4,4.9
200,10340,East Champaran,Kesaria,Khijirpura Benipur,84.80872,26.368159,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,47.8,0,37.6,124.2,8.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.6,0,30.1,96.4,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.5,35.4,0,39.9,89.7,4.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.2,0,31.7,90.7,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,40.3,7.4,41.3,88.3,5.1
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.3,0,29.6,104.5,4.9
201,10342,East Champaran,Kesaria,Loharganva,84.839325,26.357831,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,47.8,0,37.6,124.2,8.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.6,0,30.1,96.4,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.5,35.4,0,39.9,89.7,4.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.2,0,31.7,90.7,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,40.3,7.4,41.3,88.3,5.1
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.3,0,29.6,104.5,4.9
202,10037,East Champaran,Kesaria,North Hussani,84.78572,26.3785,TWS,22JUN2020 1730 IST (12 hr FCST),0.9,47.1,0,37.6,116.8,7.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.5,0,30.1,96.9,5.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.6,34.5,0,39.7,107.7,4.6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,69.9,0,31.8,90.3,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,42.2,13.7,41.7,46.4,5.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.1,0,29.6,103.6,5
203,10352,East Champaran,Kesaria,Rampur Khajuriya,84.773325,26.388887,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,47.1,0,37.6,116.8,7.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.5,0,30.1,96.9,5.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.6,34.5,0,39.7,107.7,4.6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,69.9,0,31.8,90.3,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,42.2,13.7,41.7,46.4,5.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.1,0,29.6,103.6,5
204,10355,East Champaran,Kesaria,Shembhuapur,84.785929,26.406586,TRG,22JUN2020 1730 IST (12 hr FCST),1,46,0,37.6,117.8,6.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.8,0,30.2,95.6,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.6,35.8,0,39.1,93.4,5.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,69.9,0,31.8,90.2,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,48.8,19.3,41.4,11.2,6.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.6,105.4,4.8
205,10351,East Champaran,Kesaria,South Husaini,84.783075,26.370066,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,47.1,0,37.6,116.8,7.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,74.5,0,30.1,96.9,5.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.6,34.5,0,39.7,107.7,4.6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,69.9,0,31.8,90.3,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.6,42.2,13.7,41.7,46.4,5.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.1,0,29.6,103.6,5
206,10348,East Champaran,Kesaria,Tajpur Patkhauliya,84.846856,26.314343,TRG,22JUN2020 1730 IST (12 hr FCST),1,47.6,0,37.5,113.9,7.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,75.1,0,30.1,96.6,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,34.4,0,40.1,132.1,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.3,70.2,0,31.8,90.9,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,39.2,2.2,41,85.2,4.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,85.6,0,29.6,105,5
207,10354,East Champaran,Kesaria,West Saroter,84.77887,26.424669,TRG,22JUN2020 1730 IST (12 hr FCST),1,46,0,37.6,117.8,6.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.8,0,30.2,95.6,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.6,35.8,0,39.1,93.4,5.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,69.9,0,31.8,90.2,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,48.8,19.3,41.4,11.2,6.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.4,0,29.6,105.4,4.8
208,10347,East Champaran,Kesaria,West Sunderpur,84.853879,26.304409,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,47.6,0,37.1,98.3,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,75.5,0,30,97,5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,33.5,0,40,139.2,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,70.5,0,31.7,91.8,5.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,40.2,0,41.4,84.5,4.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),0.9,85.6,0,29.6,107.7,4.9
209,10411,East Champaran,Kotwa,Ahirauliya,84.80021,26.508467,TRG,22JUN2020 1730 IST (12 hr FCST),1,44.7,1.5,37.6,114.1,5.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.8,0,30.2,90.1,4.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,38,0,38.9,127,6.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,69.8,0,31.7,92.4,5.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,48.1,5.5,41.2,178.5,7.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86,0,29.6,102.6,4.7
210,10407,East Champaran,Kotwa,Badaharwa Kala East,84.835183,26.518912,TRG,22JUN2020 1730 IST (12 hr FCST),1,49,2.7,37.3,84.6,6.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,73.7,0,30.3,93.1,5.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,36.8,0.2,39.5,137.3,6.1
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.4,69.4,0,31.7,92.9,5.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,41.5,12,40.8,152.8,3.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,86.1,0,29.6,97.2,4.7
